-10	0
-9.8438	1.0566
-9.6875	0.79243
-9.5313	0.26414
-9.375	0.52829
-9.2188	0.79243
-9.0625	0.52829
-8.9063	0.52829
-8.75	1.5849
-8.5938	1.849
-8.4375	0
-8.2813	0.52829
-8.125	0
-7.9688	1.3207
-7.8125	0.79243
-7.6563	0.26414
-7.5	2.3773
-7.3438	1.5849
-7.1875	1.849
-7.0313	2.1131
-6.875	0.79243
-6.7188	1.0566
-6.5625	0
-6.4063	1.5849
-6.25	1.0566
-6.0938	1.849
-5.9375	1.0566
-5.7813	1.3207
-5.625	0.79243
-5.4688	1.5849
-5.3125	1.5849
-5.1563	1.5849
-5	0.52829
-4.8438	2.1131
-4.6875	0.52829
-4.5313	1.3207
-4.375	1.3207
-4.2188	1.0566
-4.0625	0.79243
-3.9063	1.3207
-3.75	1.3207
-3.5938	1.3207
-3.4375	1.5849
-3.2813	0.79243
-3.125	0.26414
-2.9688	0.79243
-2.8125	1.0566
-2.6563	0.52829
-2.5	0.79243
-2.3438	0.79243
-2.1875	0.52829
-2.0313	1.849
-1.875	0
-1.7188	1.0566
-1.5625	0.52829
-1.4063	0.79243
-1.25	0.79243
-1.0938	0.26414
-0.9375	0.26414
-0.78125	0.52829
-0.625	1.0566
-0.46875	0
-0.3125	0.79243
-0.15625	0.26414
0	0.79243
0.15625	1.3207
0.3125	1.0566
0.46875	0.79243
0.625	0
0.78125	1.5849
0.9375	0.52829
1.0938	0.79243
1.25	0.26414
1.4063	0
1.5625	1.3207
1.7188	0.52829
1.875	0.79243
2.0313	1.5849
2.1875	1.5849
2.3438	0.79243
2.5	1.0566
2.6563	1.0566
2.8125	0.79243
2.9688	1.3207
3.125	1.0566
3.2813	1.849
3.4375	2.3773
3.5938	4.4904
3.75	14.264
3.9063	19.811
4.0625	20.075
4.2188	9.5092
4.375	3.698
4.5313	2.1131
4.6875	2.6414
4.8438	2.1131
5	1.3207
5.1563	1.0566
5.3125	0.52829
5.4688	1.5849
5.625	0.79243
5.7813	0.79243
5.9375	1.0566
6.0938	0.52829
6.25	0.79243
6.4063	1.5849
6.5625	1.3207
6.7188	2.1131
6.875	1.5849
7.0313	1.3207
7.1875	1.3207
7.3438	1.0566
7.5	0.79243
7.6563	1.0566
7.8125	1.0566
7.9688	0.79243
8.125	1.849
8.2813	0.79243
8.4375	1.3207
8.5938	0.26414
8.75	0.26414
8.9063	0.26414
9.0625	0.79243
9.2188	1.0566
9.375	1.0566
9.5313	2.3773
9.6875	1.0566
9.8438	1.0566
10	0
